,0,1
0,512908294606.86,64547633315.83
1,571981893518.15,47121857572.77
2,728107430668.23,29938279533.08
3,505067492352.78,15793216007.45
4,721512047218.38,6312358185.28
5,599762222488.91,1316831874.55
