,0,1
0,7.794355095115191e+19,863959158802519.2
1,8.502088153839811e+19,532427980374.53
2,8.61187207846172e+19,26461263513.27
3,8.267796865567739e+19,2044323872.71
4,7.544859661853988e+19,202135473.99
5,8.01799266723237e+19,17002478.07
