,0,1
0,512884011415.03,51173873007.87
1,624794683174.78,39158771942.3
2,787643585585.17,24341037542.17
3,721745358356.09,12493905601.78
4,691787270551.03,4133754497.6
5,479787459711.05,606434348.79
