,0,1
0,8.567606915834991e+19,690436420584894.2
1,8.137128630344519e+19,1860591653172.03
2,8.553465865297874e+19,10049528143.63
3,8.252886320820108e+19,378352765.82
4,8.322995121074451e+19,60118772.82
5,8.224312133097254e+19,13033712.16
