,0,1,2
0,365438418640.97,25476.95,0.0
1,334510653861.54,10488.31,0.0
2,572992353566.72,6039.23,0.0
3,473556644632.47,3559.51,0.0
4,413033348304.41,2088.84,0.0
5,344252875936.91,1294.8,0.0
