,0,1,2
0,1.2422615082025707e+20,305410681236587.44,0.0
1,1.0221745253565702e+20,246762019099.24,0.0
2,9.470914220507026e+19,11232838870.84,0.0
3,1.0988307364701908e+20,933216154.45,0.0
4,1.2611407198457338e+20,72755535.9,0.0
5,1.223189976463563e+20,7428385.84,0.0
