,0,1,2
0,1610167777690.38,153693294486.77,0.0
1,1616362158177.83,83131038263.57,0.0
2,1227449035520.06,38741893664.25,0.0
3,1721273721803.41,13416015153.29,0.0
4,1396344996375.39,3227703898.81,0.0
5,1396559243453.36,515270410.26,0.0
