,0,1,2
0,416469499783.16,22705.57,0.0
1,386145894107.15,9764.84,0.0
2,321848902005.64,5730.95,0.0
3,495616365850.42,3318.21,0.0
4,312172039037.42,1882.08,0.0
5,363258368075.64,1183.27,0.0
