,0,1
0,0.0,2.514655772719789e+17
1,4.8017024875929936e+19,9923563180359358.0
2,8.083121613333222e+19,1057706710843230.1
3,8.112617355583006e+19,776639412291383.0
4,8.025509617299307e+19,580115400325882.6
