,0,1
0,349812515314.61,50817357911.48
1,686232519348.96,36351995294.32
2,638760056386.75,19629972985.47
3,720009718560.4,9206569615.18
4,598768505877.27,3081615746.54
5,566236738189.37,431146500.14
